,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
1377,2022,SE,FT,Data Scientist,37824,ES,0,ES,M
1378,2023,MI,FT,Machine Learning Scientist,230000,US,0,US,M
1379,2023,SE,FT,Data Engineer,122000,US,0,US,M
1380,2022,EN,FT,Data Engineer,160000,US,0,US,M
1381,2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
1382,2023,SE,FT,Machine Learning Engineer,247500,US,0,US,M
1383,2022,SE,FT,Data Scientist,140400,US,0,US,L
1384,2023,MI,FT,Data Analyst,72000,US,0,US,M
1385,2021,SE,FT,Data Scientist,165000,US,100,US,L
1386,2021,EN,FT,Big Data Engineer,5882,IN,0,CH,L
1387,2022,SE,FT,Data Engineer,167500,US,0,US,M
1388,2022,SE,FT,Data Scientist,185900,US,0,US,M
1389,2022,SE,FT,Data Scientist,141525,US,100,US,M
1390,2022,MI,FT,Data Engineer,110446,LT,0,LT,M
1391,2022,SE,FT,Data Architect,128000,US,0,US,M
1392,2022,SE,FT,Data Scientist,37824,ES,0,ES,M
1393,2023,SE,FT,Data Analyst,145000,US,100,US,M
1394,2023,SE,FT,Machine Learning Engineer,284310,US,0,US,M
1395,2022,SE,FT,Data Engineer,160080,US,100,US,M
1396,2023,SE,FT,Machine Learning Engineer,240000,US,100,US,M
1397,2023,SE,FT,Data Scientist,190000,CA,0,CA,M
1398,2023,SE,FT,Data Scientist,133200,US,100,US,M
1399,2022,SE,FT,Data Architect,250000,US,0,US,M
1400,2022,SE,FT,Data Engineer,135000,US,100,US,M
1401,2022,MI,FT,Data Scientist,100000,US,0,US,M
1402,2023,SE,FT,Data Science Manager,150000,MX,100,MX,M
1403,2022,MI,FT,Data Engineer,82900,US,0,US,M
1404,2023,SE,FT,ML Engineer,202353,US,0,US,M
1405,2023,SE,FT,Data Engineer,78000,US,100,US,M
1406,2022,SE,FT,Machine Learning Engineer,247500,US,0,US,M
1407,2023,SE,FT,Data Engineer,129000,US,0,US,M
1408,2023,SE,FT,Data Scientist,77262,LV,0,LV,M
1409,2023,SE,FT,Applied Scientist,205000,US,100,US,M
1410,2023,SE,FT,Data Engineer,163800,US,0,US,M
1411,2021,MI,FT,Data Analyst,51519,GB,50,GB,L
1412,2021,MI,FT,Data Analyst,62000,US,0,US,L
1413,2022,MI,FT,MLOps Engineer,124000,US,100,US,M
1414,2022,MI,FT,Data Engineer,170000,US,0,US,M
1415,2023,SE,FT,Applied Scientist,184000,US,100,US,M
1416,2022,MI,FT,ETL Developer,52533,GR,0,GR,M
1417,2022,EN,FT,Data Scientist,31520,ES,50,ES,M
1418,2022,SE,FT,Machine Learning Engineer,145000,US,0,US,M
1419,2022,SE,FT,Data Scientist,149850,US,0,US,M
1420,2023,SE,FT,Data Quality Analyst,80000,US,0,US,M
1421,2023,SE,FT,Data Analyst,52500,US,0,US,M
1422,2023,SE,FT,Data Scientist,172000,US,0,US,M
1423,2022,SE,FT,Data Scientist,141525,US,100,US,M
1424,2020,EN,FT,AI Scientist,45896,DK,50,DK,S
1425,2022,SE,FT,Data Engineer,225000,US,0,US,M
1426,2021,EN,FT,Data Scientist,49646,FR,50,FR,M
1427,2022,SE,FT,Data Scientist,350000,US,100,US,M
1428,2021,MI,FT,Data Scientist,75774,CA,100,CA,L
1429,2023,SE,FT,Research Engineer,139000,US,0,US,M
1430,2023,SE,FT,Data Engineer,128000,US,100,US,M
1431,2022,SE,FT,Data Scientist,200000,US,100,US,M
1432,2022,SE,FT,Data Architect,135000,US,100,US,M
1433,2023,SE,FT,Data Engineer,124740,US,0,US,M
1434,2022,MI,FT,AI Scientist,200000,US,100,US,M
1435,2022,SE,FT,Data Scientist,185900,US,0,US,M
1436,2022,EN,FT,Data Engineer,135000,US,0,US,M
1437,2022,SE,FT,Data Engineer,154545,US,0,US,L
1438,2022,SE,FT,Data Specialist,110000,US,0,US,M
1439,2022,EN,FT,Data Analyst,50000,US,50,US,L
1440,2023,SE,FT,Data Scientist,122700,US,0,US,M
1441,2023,MI,FT,Data Scientist,80481,IE,0,IE,M
1442,2023,EX,FT,Data Scientist,200000,US,0,US,M
1443,2023,SE,FT,Data Engineer,225000,US,0,US,M
1444,2023,SE,FT,Data Engineer,75000,US,0,US,M
1445,2023,SE,FT,Data Engineer,290000,US,100,US,M
1446,2023,SE,FT,Data Engineer,226700,US,0,US,M
1447,2023,SE,FT,Data Analyst,180180,US,0,US,M
1448,2023,SE,FT,Data Scientist,237000,US,100,US,M
1449,2022,MI,FT,Analytics Engineer,85000,US,100,US,M
1450,2023,SE,FT,Data Science Manager,297300,US,100,US,M
1451,2023,SE,FT,Data Engineer,129000,US,0,US,M
1452,2023,SE,FT,Machine Learning Engineer,153400,US,0,US,M
1453,2023,SE,FT,Data Scientist,145000,US,100,US,M
1454,2022,SE,FT,Lead Machine Learning Engineer,69344,PT,100,PT,L
1455,2022,SE,FT,Data Architect,144854,US,100,US,M
1456,2023,EX,FT,Data Scientist,145000,US,0,US,M
1457,2023,SE,FT,Data Lead,200000,US,0,US,M
1458,2022,SE,FT,Data Engineer,210000,US,100,US,M
1459,2022,SE,FT,Data Scientist,140400,US,0,US,M
1460,2022,EN,FT,Data Analytics Engineer,13000,AR,100,AR,S
1461,2022,SE,FT,Data Scientist,185900,US,0,US,M
1462,2023,SE,FT,Data Science Consultant,29453,TH,50,TH,M
1463,2022,SE,FT,Data Scientist,160000,US,0,US,L
1464,2022,SE,FT,Data Scientist,136000,US,100,US,M
1465,2022,SE,FT,Data Engineer,130000,US,0,US,M
1466,2023,EX,FT,Head of Data Science,195800,US,0,US,M
1467,2021,EN,FT,Data Scientist,13400,UA,100,UA,L
1468,2022,MI,FT,Data Engineer,153000,US,100,US,M
1469,2021,SE,FT,Principal Data Scientist,235000,US,100,US,L
1470,2021,MI,FT,Head of Data Science,110000,US,0,US,S
1471,2022,SE,FT,Data Analyst,169000,US,0,US,M
1472,2023,SE,FT,Applied Scientist,136000,US,0,US,L
1473,2023,SE,FT,Data Analyst,145000,US,0,US,M
1474,2023,SE,FT,Data Scientist,200160,US,0,US,M
1475,2023,EX,FT,Data Engineer,265000,US,0,US,M
1476,2022,MI,FT,Data Engineer,78000,BR,100,BR,M
1477,2023,SE,FT,Data Architect,376080,US,100,US,M
1478,2021,MI,FT,Machine Learning Engineer,88654,BE,100,BE,M
1479,2021,MI,FT,Data Scientist,56256,GB,50,GB,L
1480,2022,MI,FT,Data Analyst,109000,US,0,US,M
1481,2021,SE,FT,Machine Learning Engineer,185000,US,50,US,L
1482,2022,SE,FT,Data Scientist,146000,US,0,US,M
1483,2023,SE,FT,Data Analyst,108000,US,100,US,M
1484,2022,SE,FT,Data Engineer,220110,US,100,US,M
1485,2023,SE,FT,Applied Machine Learning Scientist,90000,US,100,US,L
1486,2023,SE,FT,Data Engineer,105700,US,0,US,L
1487,2022,SE,FT,Machine Learning Engineer,150000,US,100,US,M
1488,2023,SE,FT,Research Scientist,253750,ES,0,ES,M
1489,2022,SE,FT,Machine Learning Engineer,202900,US,100,US,L
1490,2023,SE,FT,Data Scientist,297300,US,100,US,M
1491,2022,SE,FT,Data Engineer,179305,US,100,US,M
1492,2022,MI,FT,Data Analyst,31520,ES,100,ES,M
1493,2023,SE,FT,NLP Engineer,135000,US,0,US,M
1494,2023,MI,FT,Head of Data Science,60795,IN,50,IN,L
1495,2022,SE,FT,Data Scientist,50000,US,100,US,M
1496,2022,EN,FT,Data Manager,77300,US,100,US,M
1497,2022,SE,FT,Data Architect,144854,US,100,US,M
1498,2023,SE,FL,Software Data Engineer,50000,NG,50,AU,M
1499,2023,SE,FT,Data Engineer,226700,US,0,US,M
1500,2023,MI,FT,Data Engineer,90000,US,0,US,M
1501,2022,SE,FT,Data Scientist,104890,US,100,US,M
1502,2023,SE,FT,Machine Learning Engineer,184000,US,100,US,M
1503,2022,EN,PT,Data Analyst,125404,CN,50,US,S
1504,2023,SE,FT,Data Scientist,245000,US,100,US,M
1505,2023,SE,FT,Data Scientist,146000,US,0,US,M
1506,2023,SE,FT,Machine Learning Engineer,247500,US,0,US,M
1507,2021,SE,FT,Lead Data Analyst,170000,US,100,US,L
1508,2023,SE,FT,Data Analyst,85500,US,0,US,M
1509,2023,SE,FT,Research Scientist,94192,US,0,US,M
1510,2022,SE,FT,Data Scientist,180000,US,100,US,M
1511,2022,SE,FT,Data Analyst,110600,US,0,US,M
1512,2022,SE,FT,Data Engineer,178800,US,100,US,L
1513,2022,SE,FT,Data Engineer,120000,US,0,US,M
1514,2022,SE,FT,Machine Learning Scientist,129300,US,0,US,M
1515,2022,MI,FT,Data Scientist,115360,US,100,US,M
1516,2022,EN,FT,Data Scientist,124234,US,0,US,M
1517,2022,SE,FT,Data Engineer,102100,US,0,US,M
1518,2023,MI,FT,Data Scientist,165000,US,0,US,M
1519,2022,SE,FT,3D Computer Vision Researcher,10000,CA,50,AL,S
1520,2022,SE,FT,Data Scientist,140000,US,100,US,M
1521,2022,SE,FT,Marketing Data Analyst,200000,GB,100,GB,S
1522,2022,SE,FT,Data Engineer,129300,US,0,US,M
1523,2023,SE,FT,Data Analyst,40777,ES,0,ES,M
1524,2023,MI,FT,Data Scientist,183310,US,0,US,M
1525,2022,SE,FT,Data Engineer,160395,US,100,US,M
1526,2023,SE,FT,Data Scientist,156400,US,0,US,M
1527,2023,SE,FT,Applied Scientist,180000,US,0,US,M
1528,2023,SE,FT,Data Architect,198000,US,100,US,M
1529,2021,MI,FT,Data Scientist,50000,NG,100,NG,L
1530,2023,SE,FT,Data Engineer,94000,CA,100,CA,M
1531,2023,SE,FT,Data Engineer,161800,US,0,US,M
1532,2022,SE,FT,Data Scientist,123000,US,100,US,M
1533,2022,SE,FT,Research Engineer,250000,US,0,US,M
1534,2023,EX,FT,Analytics Engineer,153000,US,100,US,M
1535,2022,EN,FT,Data Science Consultant,24165,IT,50,IT,M
1536,2023,EX,FT,Data Engineer,210000,US,0,US,M
1537,2022,EN,FT,Machine Learning Engineer,55410,GB,100,GB,S
1538,2023,SE,FT,Data Scientist,260000,US,0,US,M
1539,2022,SE,FT,Machine Learning Software Engineer,183600,CA,100,CA,M
1540,2022,SE,FT,Data Engineer,129300,US,0,US,M
1541,2022,SE,FT,Data Scientist,104000,US,100,US,M
1542,2022,SE,FT,Data Scientist,129300,US,0,US,M
1543,2023,EX,FT,Data Engineer,175000,US,0,US,M
1544,2023,SE,FT,Machine Learning Engineer,318300,US,100,US,M
1545,2020,MI,FT,Data Scientist,138350,US,100,US,M
1546,2023,EN,FT,Applied Scientist,130760,US,0,US,L
1547,2023,SE,FT,Data Analytics Manager,204500,US,0,US,M
1548,2022,SE,FT,Machine Learning Engineer,150000,US,100,US,L
1549,2023,SE,FT,Data Engineer,153600,US,100,US,M
1550,2023,SE,FT,Data Scientist,168400,US,0,US,M
1551,2022,EN,FT,Data Scientist,130000,US,0,US,M
1552,2023,SE,FT,Machine Learning Engineer,150000,US,100,US,M
1553,2022,SE,FT,Data Scientist,220000,US,100,US,M
1554,2022,SE,FT,Data Scientist,37824,ES,0,ES,M
1555,2020,SE,FT,Big Data Engineer,109024,GB,50,GB,M
1556,2023,SE,FT,Data Scientist,168000,US,100,US,M
1557,2023,SE,FT,Machine Learning Engineer,139500,US,0,US,M
1558,2022,SE,FT,Machine Learning Engineer,204500,US,0,US,M
1559,2021,SE,FT,Data Analytics Manager,140000,US,100,US,L
1560,2022,SE,FT,Analytics Engineer,245000,US,0,US,M
1561,2020,MI,FT,Business Data Analyst,95000,US,0,US,M
1562,2022,SE,FT,Data Scientist,185900,US,0,US,M
1563,2023,SE,FT,Data Engineer,133300,US,0,US,M
1564,2023,SE,FT,Data Scientist,159832,US,0,US,M
1565,2022,SE,FT,Data Analyst,170000,US,100,US,M
1566,2023,SE,FT,Data Scientist,83270,US,100,US,M
1567,2023,SE,FT,Machine Learning Engineer,126000,US,0,US,M
1568,2022,SE,FT,AI Developer,275000,CA,0,CA,S
1569,2022,SE,FT,Data Scientist,122500,US,0,US,M
1570,2023,SE,FT,Data Scientist,205000,US,0,US,M
1571,2021,MI,FT,Data Scientist,88654,DE,50,DE,L
1572,2022,SE,FT,Data Scientist,129300,US,0,US,M
1573,2021,SE,FT,Data Engineer,150000,US,0,US,L
1574,2022,SE,FT,Machine Learning Engineer,180000,US,100,US,M
1575,2022,MI,FT,AI Scientist,200000,IN,100,US,L
1576,2023,SE,FT,Applied Scientist,126100,US,0,US,L
1577,2023,SE,FT,Data Engineer,126000,US,0,US,M
1578,2023,EN,FT,Research Engineer,125000,US,0,US,M
1579,2022,SE,FT,Data Engineer,106800,US,0,US,M
1580,2023,SE,FT,Data Engineer,75000,US,100,US,M
1581,2022,MI,FT,Machine Learning Engineer,130000,US,0,US,M
1582,2023,SE,FT,Data Scientist,110000,CA,0,CA,M
1583,2022,SE,FT,Data Engineer,106800,US,0,US,M
1584,2023,SE,FT,Data Engineer,171250,US,0,US,M
1585,2022,SE,FT,Data Architect,113900,US,100,US,M
1586,2023,SE,FT,Machine Learning Engineer,257000,US,0,US,M
1587,2022,SE,FT,Data Engineer,170000,US,100,US,M
1588,2020,EN,FT,Data Science Consultant,5707,IN,50,IN,M
1589,2023,SE,FT,Analytics Engineer,130000,US,100,US,M
1590,2023,SE,FT,Data Engineer,128000,US,0,US,M
1591,2022,MI,FT,Machine Learning Researcher,105236,CA,50,CA,L
1592,2022,SE,FT,Data Analyst,50432,ES,0,ES,M
1593,2023,SE,FT,Data Scientist,100000,US,100,US,M
1594,2022,MI,FT,Data Analyst,144100,US,0,US,M
1595,2022,SE,FT,Data Engineer,61566,GB,100,GB,M
1596,2023,SE,FT,Data Engineer,160000,US,0,US,M
1597,2023,SE,FT,Data Scientist,185900,US,0,US,M
1598,2023,SE,FT,Data Engineer,87980,US,0,US,M
1599,2022,SE,FT,Applied Scientist,184000,US,100,US,M
1600,2022,SE,FT,Data Analyst,116000,US,100,US,M
1601,2022,EX,FT,Data Science Manager,182160,US,0,US,M
1602,2022,SE,FT,Data Engineer,155000,US,100,US,M
1603,2022,MI,FT,Data Scientist,78000,US,100,US,M
1604,2023,MI,FT,Machine Learning Engineer,96578,NL,100,NL,L
1605,2022,SE,FT,Data Scientist,191475,US,100,US,M
1606,2023,SE,FT,Analytics Engineer,120000,US,0,US,M
1607,2023,SE,FT,Data Engineer,130000,US,100,US,M
1608,2023,MI,FT,Data Engineer,260000,US,0,US,M
1609,2022,SE,FT,Data Scientist,191475,US,100,US,M
1610,2022,SE,FT,Data Analyst,106260,US,100,US,M
1611,2022,SE,FT,Data Engineer,175000,US,0,US,M
1612,2022,SE,FT,Data Analyst,115934,US,100,US,M
1613,2022,MI,FT,Data Engineer,92350,GB,0,GB,M
1614,2023,SE,FT,Data Scientist,175000,US,100,US,M
1615,2022,SE,FT,Machine Learning Engineer,131300,US,100,US,L
1616,2022,SE,FT,Data Scientist,175000,US,0,US,M
1617,2023,EN,FT,Deep Learning Engineer,120000,US,0,US,M
1618,2022,EN,FT,Data Analyst,15000,ID,0,ID,L
1619,2022,SE,FT,Data Analyst,100000,US,100,US,M
1620,2023,MI,FT,Data Scientist,60093,AT,100,DE,M
1621,2022,SE,FT,Data Engineer,99000,US,0,US,M
1622,2023,MI,FT,Data Analyst,78990,GB,100,GB,M
1623,2022,SE,FT,Data Analyst,135000,US,100,US,M
1624,2022,SE,FT,Data Architect,131300,US,100,US,L
1625,2023,SE,FT,Data Scientist,300240,US,0,US,M
1626,2023,SE,FT,Machine Learning Engineer,158000,CA,100,CA,M
1627,2022,SE,FT,Analytics Engineer,120000,US,0,US,M
1628,2023,SE,FT,Data Scientist,205000,US,100,US,M
1629,2022,EN,FT,Machine Learning Engineer,12000,AR,100,AR,L
1630,2023,SE,FT,Data Analyst,94000,US,100,US,M
1631,2022,MI,FT,Data Manager,98000,US,0,US,M
1632,2021,EN,FT,Research Scientist,82528,GB,50,GB,L
1633,2022,SE,FT,Data Architect,141300,US,0,US,M
1634,2021,MI,FT,Data Scientist,5679,IN,100,US,S
1635,2023,EX,FT,Data Engineer,210914,US,100,US,M
1636,2023,SE,FT,Data Analyst,106020,US,0,US,M
1637,2022,SE,FT,Data Engineer,63000,US,0,US,M
1638,2022,SE,FT,Data Engineer,135000,US,100,US,M
1639,2023,SE,FT,Data Engineer,107500,US,100,US,M
1640,2023,SE,FT,Data Engineer,123700,US,0,US,L
1641,2023,SE,FT,Data Scientist,150000,US,0,US,M
1642,2023,SE,FT,Data Engineer,232200,US,100,US,M
1643,2023,SE,FT,AI Developer,108000,UA,0,UA,M
1644,2023,MI,FT,Data Infrastructure Engineer,190000,US,0,US,M
1645,2023,EX,FT,Data Engineer,200000,US,0,US,M
1646,2022,MI,FT,Data Analyst,36940,GB,100,GB,M
1647,2022,SE,FT,Data Engineer,145000,US,100,US,M
1648,2022,SE,FT,Data Engineer,106500,US,0,US,M
1649,2022,SE,FT,Data Science Manager,152500,US,100,US,M
1650,2021,EN,FT,Data Engineer,30428,IN,100,IN,L
1651,2022,EN,FT,Data Analyst,55000,US,0,US,M
1652,2023,MI,FT,Data Scientist,51039,GB,0,GB,M
1653,2022,SE,FT,Analytics Engineer,63000,US,0,US,M
1654,2023,SE,FT,Data Science Manager,299500,US,0,US,M
1655,2022,SE,FT,Data Analyst,110600,US,0,US,M
1656,2023,MI,FT,Research Engineer,100000,US,100,US,M
1657,2023,MI,FT,Data Analyst,105500,US,0,US,M
1658,2022,SE,FT,Data Engineer,200000,US,0,US,M
1659,2022,MI,FT,Machine Learning Scientist,135000,US,0,US,M
1660,2023,SE,FT,Data Analyst,152380,US,0,US,M
1661,2021,MI,CT,ML Engineer,270000,US,100,US,L
1662,2022,SE,FT,Data Analyst,92350,GB,0,GB,M
1663,2023,MI,FT,Big Data Engineer,48289,ES,100,ES,M
1664,2022,SE,FT,Data Engineer,136994,US,100,US,M
1665,2022,MI,FT,Machine Learning Engineer,120000,US,100,US,S
1666,2022,SE,FT,Data Analyst,130000,US,0,US,M
1667,2023,SE,FT,Data Scientist,148750,US,0,US,M
1668,2021,MI,FT,Data Scientist,12901,BR,0,BR,S
1669,2023,MI,FT,Data Engineer,120000,US,0,US,M
1670,2022,SE,FT,Data Scientist,155000,US,100,US,M
1671,2022,EX,FT,Data Engineer,324000,US,100,US,M
1672,2023,SE,FT,Data Engineer,222000,US,100,US,M
1673,2023,SE,FT,Machine Learning Engineer,204500,US,0,US,M
1674,2022,SE,FT,Data Engineer,122600,US,0,US,M
1675,2023,SE,FT,Data Scientist,105000,US,0,US,M
1676,2021,SE,FT,Data Engineer,96282,GB,50,GB,L
1677,2023,SE,FT,Research Scientist,150000,US,0,US,M
1678,2022,SE,FT,Data Scientist,140400,US,0,US,L
1679,2021,EN,FT,Machine Learning Engineer,81000,US,50,US,S
1680,2023,EN,FT,Research Scientist,220000,US,50,US,L
1681,2023,SE,FT,Data Analyst,175000,US,0,US,M
1682,2022,EN,FT,Data Analyst,50000,AR,100,AR,L
1683,2023,SE,FT,Data Analyst,115934,US,100,US,M
1684,2023,SE,FT,Data Scientist,78000,US,0,US,M
1685,2022,MI,FT,Data Engineer,91118,GB,0,GB,M
1686,2023,SE,FT,Data Engineer,160000,US,100,US,M
1687,2023,EN,FT,Data Analyst,60000,US,100,US,M
1688,2023,SE,FT,Business Intelligence Engineer,185900,US,0,US,M
1689,2022,SE,FT,Machine Learning Engineer,246000,US,100,US,M
1690,2022,EN,FT,Data Scientist,33246,GB,50,GB,L
1691,2023,SE,FT,Machine Learning Engineer,125000,US,0,US,M
1692,2022,MI,FT,Data Scientist,150000,US,0,US,M
1693,2023,SE,FT,Data Scientist,120000,US,0,US,M
1694,2023,SE,FT,Machine Learning Engineer,172200,US,0,US,M
1695,2023,SE,FT,Data Engineer,129000,US,0,US,M
1696,2023,SE,FT,ML Engineer,220000,US,0,US,M
1697,2022,SE,FT,Data Engineer,137400,CA,100,CA,M
1698,2022,SE,FT,Data Scientist,144000,US,100,US,M
1699,2023,SE,FT,Data Scientist,122000,US,0,US,M
1700,2022,MI,FT,Data Analyst,160000,US,0,US,M
1701,2023,SE,FT,Data Scientist,156400,US,100,US,M
1702,2023,SE,FT,Data Scientist,180000,US,0,US,M
1703,2021,SE,FT,Lead Data Scientist,40570,IN,50,IN,L
1704,2023,SE,FT,Data Engineer,200000,US,0,US,M
1705,2023,SE,FT,Data Scientist,160000,US,0,US,M
1706,2023,SE,FT,Data Scientist,216100,US,0,US,M
1707,2023,SE,FT,Data Architect,113000,US,0,US,M
1708,2022,MI,FT,Data Engineer,65666,DE,50,DE,S
1709,2022,EX,FT,Head of Data,205000,US,0,US,M
1710,2023,EN,FT,Data Analyst,56100,US,100,US,M
1711,2023,SE,FT,AI Developer,60000,UA,0,UA,M
1712,2023,EN,FT,Research Engineer,120000,GB,100,GB,M
1713,2022,SE,FT,Analytics Engineer,110000,US,100,US,M
1714,2022,SE,FT,Analytics Engineer,231250,US,100,US,M
1715,2023,EN,FT,Research Engineer,60000,GB,100,GB,M
1716,2022,SE,FT,Data Scientist,172000,US,100,US,M
1717,2022,SE,FT,Data Scientist,88100,US,0,US,M
1718,2022,SE,FT,Data Engineer,160000,US,100,US,M
1719,2022,SE,FT,Machine Learning Engineer,201000,US,100,US,M
1720,2023,MI,FT,Data Analyst,165000,US,0,US,M
1721,2022,MI,FT,Data Engineer,47280,GR,100,GR,M
1722,2022,MI,FT,Data Analyst,100000,US,0,US,M
1723,2023,EX,FT,Data Engineer,110000,US,0,US,M
1724,2023,SE,FT,Data Scientist,170730,US,0,US,M
1725,2022,SE,FT,Data Science Manager,175000,US,0,US,M
1726,2023,SE,FT,Big Data Architect,151902,GB,100,GB,L
1727,2023,MI,FT,Data Scientist,100000,US,0,US,M
1728,2022,MI,FT,Data Scientist,80036,GB,50,GB,M
1729,2022,SE,FT,Data Scientist,156400,US,0,US,M
1730,2023,SE,FT,Data Engineer,236000,US,100,US,M
1731,2022,SE,FT,Data Analyst,135000,US,100,US,M
1732,2022,SE,FT,Data Scientist,141525,US,100,US,M
1733,2021,SE,FT,Machine Learning Engineer,94564,DE,50,DE,L
1734,2023,SE,FT,Data Analyst,153600,US,0,US,M
1735,2023,SE,FT,Analytics Engineer,214000,US,0,US,M
1736,2023,SE,FT,Machine Learning Engineer,275000,DE,0,DE,M
1737,2022,EN,FT,Data Scientist,93000,US,0,US,M
1738,2023,SE,FT,Applied Scientist,184000,US,100,US,M
1739,2022,SE,FT,Data Engineer,130000,US,0,US,M
1740,2023,MI,FT,Machine Learning Engineer,97218,GB,0,GB,M
1741,2022,SE,FT,Data Scientist,191475,US,0,US,M
1742,2023,EN,FT,Data Analyst,30000,IN,50,IN,M
1743,2023,SE,FT,Data Engineer,133800,US,100,US,M
1744,2022,SE,FT,Machine Learning Engineer,185000,MX,100,MX,M
1745,2022,MI,FT,Data Scientist,153000,US,100,US,L
1746,2022,SE,FT,Data Analyst,105000,US,0,US,M
1747,2023,SE,FT,Data Scientist,237000,US,100,US,M
1748,2023,SE,FT,Data Engineer,199000,US,0,US,M
1749,2022,MI,FT,Data Analyst,130000,US,100,US,M
1750,2023,MI,FT,Business Data Analyst,105000,US,50,US,L
1751,2020,EN,FT,Data Scientist,51321,FR,0,FR,S
1752,2023,MI,FT,Data Analyst,116000,US,0,US,M
1753,2022,SE,FT,Data Engineer,43096,GB,100,GB,M
1754,2023,SE,FT,Data Engineer,179000,US,0,US,M
1755,2022,SE,FT,Lead Machine Learning Engineer,84053,DE,0,DE,M
1756,2022,SE,FT,Machine Learning Engineer,164996,US,0,US,M
1757,2022,MI,FT,Machine Learning Scientist,165000,US,0,US,M
1758,2020,SE,FT,Data Scientist,412000,US,100,US,L
1759,2022,EN,FT,AI Scientist,31520,PT,100,ES,M
1760,2023,SE,FT,Data Scientist,82365,US,0,US,M
1761,2022,SE,FT,Data Engineer,105000,US,0,US,M
1762,2023,SE,FT,Data Engineer,160000,CA,100,CA,M
1763,2022,SE,FT,Data Scientist,92000,US,100,US,L
1764,2022,MI,FT,Data Analyst,31520,GR,100,GR,M
1765,2022,EX,FT,Data Analyst,130000,US,100,US,M
1766,2023,SE,FT,Research Scientist,210000,US,0,US,M
1767,2023,SE,FT,Data Engineer,133832,US,0,US,M
1768,2023,SE,FT,Data Engineer,141600,US,100,US,M
1769,2022,SE,FT,Data Engineer,141300,US,0,US,M
1770,2022,EN,CT,Applied Machine Learning Scientist,30469,TN,100,CZ,M
1771,2022,MI,FT,Data Engineer,150000,US,100,US,M
1772,2023,SE,FT,Data Scientist,186300,US,100,US,M
1773,2023,MI,FT,Machine Learning Engineer,145000,US,0,US,M
1774,2022,MI,FT,Data Analyst,102640,US,100,US,M
1775,2023,SE,FT,Analytics Engineer,117100,US,100,US,M
1776,2023,SE,FT,Data Engineer,205600,US,0,US,L
1777,2023,SE,FT,Data Engineer,226700,US,0,US,M
1778,2023,SE,FT,Data Manager,54365,GB,0,GB,M
1779,2022,SE,FT,Machine Learning Engineer,119000,US,0,US,M
1780,2023,SE,FT,Data Engineer,219535,US,100,US,M
1781,2023,MI,FT,Data Engineer,63192,GB,100,GB,M
1782,2022,SE,FT,Analytics Engineer,80041,GB,100,GB,M
1783,2023,SE,FT,Research Scientist,210000,US,0,US,M
1784,2020,SE,FT,Data Science Manager,190200,US,100,US,M
1785,2022,MI,FT,Data Scientist,160000,US,100,US,M
1786,2023,SE,FT,Data Scientist,145000,US,100,US,M
1787,2023,SE,FT,Analytics Engineer,231250,US,100,US,M
1788,2022,MI,FT,Data Analyst,65257,SG,50,SG,M
1789,2022,SE,FT,Data Engineer,231250,US,100,US,M
1790,2023,SE,FT,Machine Learning Engineer,140000,US,100,US,M
1791,2023,SE,FT,Data Engineer,176000,US,0,US,M
1792,2021,SE,FT,Data Analyst,71786,CA,100,CA,M
1793,2023,SE,FT,Data Scientist,201000,US,0,US,M
1794,2022,MI,FT,Data Engineer,86193,GB,100,GB,M
1795,2022,MI,FT,Data Analyst,126500,US,0,US,M
1796,2023,MI,FT,Data Scientist,120000,US,0,US,M
1797,2022,SE,FT,Data Analyst,120600,US,100,US,M
1798,2022,EX,FT,Data Engineer,200000,US,0,US,M
1799,2023,SE,FT,Data Quality Analyst,100000,US,0,US,M
1800,2023,SE,FT,Data Engineer,230000,US,0,US,M
1801,2022,SE,FT,ML Engineer,240000,US,0,US,M
1802,2022,EN,FT,Machine Learning Engineer,108000,US,0,US,S
1803,2023,SE,FT,Data Engineer,120000,US,0,US,M
1804,2023,SE,FT,ML Engineer,200000,US,0,US,M
1805,2022,SE,FT,Machine Learning Engineer,180000,US,100,US,M
1806,2022,MI,FT,Data Analyst,109000,US,0,US,M
1807,2023,SE,FT,Data Analyst,110000,US,0,US,M
1808,2023,EN,FT,AI Developer,214618,DE,100,DE,L
1809,2022,SE,FT,Data Architect,175000,US,100,US,M
1810,2023,SE,FT,Data Engineer,150000,US,0,US,M
1811,2022,SE,FT,Data Engineer,120000,US,100,US,M
1812,2022,SE,FT,Data Scientist,175000,US,100,US,M
1813,2022,SE,FT,Machine Learning Engineer,135000,PR,100,PR,M
1814,2023,SE,FT,Data Scientist,156400,US,0,US,M
1815,2023,SE,FT,Computer Vision Software Engineer,53654,NL,100,CA,L
1816,2022,SE,FT,Data Scientist,135000,US,100,US,M
1817,2022,SE,FT,Data Scientist,225000,US,0,US,M
1818,2023,EN,FT,Data Analyst,75000,US,100,US,M
1819,2023,SE,FT,Data Analyst,202800,US,0,US,L
1820,2023,SE,FT,Data Scientist,225000,US,0,US,M
1821,2022,SE,FT,Applied Scientist,205000,US,100,US,M
1822,2023,SE,FT,Data Scientist,149076,US,0,US,M
1823,2023,SE,FT,Data Scientist,182000,US,0,US,M
